doi,altmetric_id,altmetric_score,type,article_title,journal_title,journal_volume,journal_issue,page_starts,page_ends,publisher,altmetric_journal_id,total_mentions,print_publication_date,first_seen_on_date,last_mentioned_date,first_author,pdf_url,uri,mendeley_url
10.1098/rspb.2014.2929,3930956,70.65,article,Linking effects of anthropogenic debris to ecological impacts.,Proceedings of the Royal Society B: Biological Sciences,282,1807,20142929,20142929,The Royal Society,4f6fa5133cf058f6100033a3,75,2015-04-24T22:02:52+00:00,2015-04-22T12:06:04+00:00,2018-02-18T08:15,Mark Anthony Browne,http://rspb.royalsocietypublishing.org/content/282/1807/20142929.full.pdf,http://rspb.royalsocietypublishing.org/cgi/doi/10.1098/rspb.2014.2929,http://www.mendeley.com/research/linking-effects-anthropogenic-debris-ecological-impacts
10.5437/08956308x5805007,18272616,3.0,article,Point of View: T-Shaped Innovators,Research Technology Management,NA,NA,NA,NA,"Routledge, part of the Taylor & Francis Group",4f6fa5663cf058f610004aaf,1,NA,2017-03-30T11:31:52+00:00,2017-02-15T02:31,"Demirkan, Haluk",NA,http://openurl.ingenta.com/content/xref?genre=article&issn=0895-6308&volume=58&issue=5&spage=12,http://www.mendeley.com/research/tshaped-innovators-identifying-right-talent-support-service-innovation
10.1007/s11528-014-0822-x,3024638,27.5,article,Let’s not forget: Learning analytics are about learning,TechTrends: Linking Research & Practice to Improve Learning,59,1,64,71,Springer US,4f6fa5153cf058f610003621,34,2014-12-21T00:00:00+00:00,2014-12-30T13:09:28+00:00,2017-04-11T04:11,Dragan Gašević,http://link.springer.com/content/pdf/10.1007%2Fs11528-014-0822-x.pdf,http://link.springer.com/10.1007/s11528-014-0822-x,http://www.mendeley.com/research/lets-not-forget-learning-analytics-about-learning
10.1038/nature14464,4024252,1444.462,article,"3.3-million-year-old stone tools from Lomekwi 3, West Turkana, Kenya",Nature,521,7552,310,315,Nature Publishing Group,4f6fa50a3cf058f610003160,932,2015-05-20T00:00:00+00:00,2015-05-20T17:20:54+00:00,2018-07-11T18:00,Sonia Harmand,https://www.nature.com/articles/nature14464.pdf,http://www.nature.com/doifinder/10.1038/nature14464,http://www.mendeley.com/research/33millionyearold-stone-tools-lomekwi-3-west-turkana-kenya
10.1080/1540496x.2015.998080,20531636,3.0,article,Long-Term Productivity Effects of Public Support to Innovation in Colombia,Emerging Markets Finance & Trade,NA,NA,NA,NA,NA,4f6fa5613cf058f610004963,1,2015-01-02T00:00:00+00:00,2017-05-26T08:23:55+00:00,2017-02-03T00:00,Gustavo Crespi,NA,NA,http://www.mendeley.com/research/longterm-productivity-effects-public-support-innovation-colombia-3
10.1016/j.apenergy.2014.10.059,16269444,3.0,article,Shale gas technology innovation rate impact on economic Base Case – Scenario model benchmarks,Applied Energy,NA,NA,NA,NA,NA,4f6fa4e83cf058f6100022d1,1,2015-02-01T00:00:00+00:00,2017-02-09T18:21:37+00:00,2017-01-18T00:00,Ruud Weijermars,NA,http://linkinghub.elsevier.com/retrieve/pii/S030626191401109X,http://www.mendeley.com/research/shale-gas-technology-innovation-rate-impact-economic-base-case-scenario-model-benchmarks
10.1377/hlthaff.2015.0371,4486234,93.55,article,An Integrated Framework For The Prevention And Treatment Of Obesity And Its Related Chronic Diseases,Health Affairs,34,9,NA,NA,NA,4f6fa4ec3cf058f6100029ba,83,2015-09-01T00:00:00+00:00,2015-09-08T20:07:20+00:00,2017-06-07T15:43,William H. Dietz,http://content.healthaffairs.org/content/34/9/1456.full.pdf,NA,http://www.mendeley.com/research/integrated-framework-prevention-treatment-obesity-related-chronic-diseases-3
10.1021/acs.est.5b00309,3784065,7.0,article,"Effectiveness of Chlorine Dispensers in Emergencies: Case Study Results from Haiti, Sierra Leone, DRC, and Senegal.",Environmental Science & Technology,NA,NA,NA,NA,American Chemical Society,4f6fa4eb3cf058f6100027ef,4,2015-03-12T00:00:00+00:00,2015-03-13T10:38:41+00:00,2017-01-12T15:51,Travis Yates,NA,http://pubs.acs.org/doi/abs/10.1021/acs.est.5b00309,http://www.mendeley.com/research/effectiveness-chlorine-dispensers-emergencies-case-study-results-haiti-sierra-leone-democratic-repub
10.1016/j.geoforum.2015.10.013,4762355,5.7,article,Exercising power over labour governance in the electronics industry,Geoforum,67,NA,89,92,NA,4f6fa6003cf058f6100061ee,4,2015-12-01T00:00:00+00:00,2015-11-14T16:27:03+00:00,2017-01-10T00:00,Gale Raj-Reichert,NA,http://linkinghub.elsevier.com/retrieve/pii/S0016718515301871,http://www.mendeley.com/research/exercising-power-labour-governance-electronics-industry
10.1111/mice.12105,2846164,4.5,article,Simulation‐Based Seismic Risk Assessment of Gas Distribution Networks,Computer-Aided Civil & Infrastructure Engineering,30,7,508,523,NA,4f6fa4ea3cf058f6100025e1,3,2014-11-03T00:00:00+00:00,2014-11-03T16:43:21+00:00,2017-01-09T00:00,"Esposito, Simona",http://onlinelibrary.wiley.com/doi/10.1111/mice.12105/pdf,http://doi.wiley.com/10.1111/mice.12105,http://www.mendeley.com/research/simulationbased-seismic-risk-assessment-gas-distribution-networks-3
10.1088/1748-9326/10/5/054001,4228131,22.5,article,Tracking urban carbon footprints from production and consumption perspectives,Environmental Research Letters (ERL),10,5,054001,NA,IOP Publishing,4f6fa6163cf058f6100072bb,6,2015-04-30T00:00:00+00:00,2015-06-30T13:55:05+00:00,2017-01-05T09:54,Jianyi Lin,http://iopscience.iop.org/1748-9326/10/5/054001/pdf/1748-9326_10_5_054001.pdf,http://stacks.iop.org/1748-9326/10/i=5/a=054001?key=crossref.cb2b1c3d48ad74cc88ba98fc4f917be8,http://www.mendeley.com/research/tracking-urban-carbon-footprints-production-consumption-perspectives
10.1021/acs.est.5b00499,4305410,7.7,article,Aerobic Bioremediation of PAH Contaminated Soil Results in Increased Genotoxicity and Developmental Toxicity,Environmental Science & Technology,NA,NA,NA,NA,American Chemical Society,4f6fa4eb3cf058f6100027ef,11,2015-07-23T22:00:41+00:00,2015-07-22T16:22:13+00:00,2017-01-05T00:00,Leah Chibwe,NA,NA,http://www.mendeley.com/research/aerobic-bioremediation-pah-contaminated-soil-results-increased-genotoxicity-developmental-toxicity
10.1021/es505362x,3108433,71.554,article,Variability in and agreement between modelled and personal continuously measured black carbon levels using novel smartphone and sensor technologies.,Environmental Science & Technology,NA,NA,NA,NA,American Chemical Society,4f6fa4eb3cf058f6100027ef,19,2015-01-26T00:00:00+00:00,2015-01-27T14:49:34+00:00,2017-01-05T00:00,Mark J Nieuwenhuijsen,NA,NA,http://www.mendeley.com/research/variability-agreement-between-modeled-personal-continuously-measured-black-carbon-levels-using-novel
10.1021/es5040969,2988541,70.6,article,"Residential Tap Water Contamination Following the Freedom Industries Chemical Spill: Perceptions, Water Quality, and Health Impacts.",Environmental Science & Technology,49,2,813,823,American Chemical Society,4f6fa4eb3cf058f6100027ef,71,2014-12-16T00:00:00+00:00,2014-12-16T19:13:29+00:00,2017-06-22T05:18,Andrew James Whelton,NA,http://pubs.acs.org/doi/abs/10.1021/es5040969,http://www.mendeley.com/research/residential-tap-water-contamination-following-freedom-industries-chemical-spill-perceptions-water-qu
10.1016/j.scitotenv.2015.06.139,9716510,3.0,article,A modeling framework for characterizing near-road air pollutant concentration at community scales,Science of the Total Environment,538,NA,905,921,NA,4f6fa5143cf058f6100034e7,1,2015-12-01T00:00:00+00:00,2016-07-15T01:13:23+00:00,2017-01-05T00:00,"Chang, Shih Ying",NA,NA,http://www.mendeley.com/research/modeling-framework-characterizing-nearroad-air-pollutant-concentration-community-scales
10.1038/nature14136,2971924,187.658,article,Genome-scale transcriptional activation by an engineered CRISPR-Cas9 complex,Nature,517,7536,583,588,Nature Publishing Group,4f6fa50a3cf058f610003160,229,2014-12-10T00:00:00+00:00,2014-12-10T18:06:16+00:00,2018-02-27T00:00,Silvana Konermann,https://www.nature.com/articles/nature14136.pdf,NA,http://www.mendeley.com/research/genomescale-transcriptional-activation-engineered-crisprcas9-complex
10.1371/journal.pone.0138116,4605613,19.2,article,Do Interventions that Promote Awareness of Rights Increase Use of Maternity Care Services? A Systematic Review,PLoS ONE,10,10,e0138116,NA,Public Library of Science,4f6fa5313cf058f6100043e3,33,2015-10-07T00:00:00+00:00,2015-10-09T12:55:16+00:00,2017-01-01T00:00,Asha S. George,http://journals.plos.org/plosone/article/asset?id=10.1371/journal.pone.0138116.PDF,NA,http://www.mendeley.com/research/interventions-promote-awareness-rights-increase-maternity-care-services-systematic-review-7
10.1016/j.celrep.2015.02.040,3784690,15.15,article,Targeted Germline Modifications in Rats Using CRISPR/Cas9 and Spermatogonial Stem Cells,Cell Reports,10,11,NA,NA,Elsevier,52d545303cf058dd068b4567,19,2015-03-10T00:00:00+00:00,2015-03-13T13:01:22+00:00,2017-07-20T01:00,Chapman KM,http://www.cell.com/article/S2211124715001989/pdf,http://linkinghub.elsevier.com/retrieve/pii/S2211124715001989,http://www.mendeley.com/research/targeted-germline-modifications-rats-using-crisprcas9-spermatogonial-stem-cells
10.1126/science.aab1028,3809908,1115.19,article,A prudent path forward for genomic engineering and germline gene modification,Science,348,6230,36,38,American Association for the Advancement of Science,4f6fa4df3cf058f610001f6b,682,2015-03-19T00:00:00+00:00,2015-03-19T18:26:08+00:00,2018-06-07T19:51,By David Baltimore,http://science.sciencemag.org/content/sci/early/2015/03/18/science.aab1028.full.pdf,http://www.sciencemag.org/cgi/doi/10.1126/science.aab1028,http://www.mendeley.com/research/prudent-path-forward-genomic-engineering-germline-gene-modification
10.1038/nm.3793,3380376,219.738,article,Therapeutic genome editing: prospects and challenges,Nature Medicine,21,2,121,131,NIH Public Access,4f6fa50b3cf058f610003166,315,2015-02-05T00:00:00+00:00,2015-02-06T06:29:46+00:00,2018-04-28T20:04,Cox DB,https://www.nature.com/articles/nm.3793.pdf,http://www.nature.com/doifinder/10.1038/nm.3793,http://www.mendeley.com/research/therapeutic-genome-editing-prospects-challenges
10.1038/nbt.3190,3824069,92.704,article,Inhibition of non-homologous end joining increases the efficiency of CRISPR/Cas9-mediated precise [TM: inserted] genome editing,Nature Biotechnology,33,5,538,542,Nature Publishing Group,4f6fa50a3cf058f610003162,85,2015-03-23T00:00:00+00:00,2015-03-23T16:39:01+00:00,2017-11-02T00:00,Takeshi Maruyama,https://www.nature.com/articles/nbt.3190.pdf,http://www.nature.com/doifinder/10.1038/nbt.3190,http://www.mendeley.com/research/increasing-efficiency-precise-genome-editing-crisprcas9-inhibition-nonhomologous-end-joining
10.1073/pnas.1422822112,3881359,161.85,article,"Female peers in small work groups enhance women's motivation, verbal participation, and career aspirations in engineering",Proceedings of the National Academy of Sciences of the United States of America,112,16,4988,4993,National Acad Sciences,4f6fa5133cf058f6100033a0,141,2015-04-06T00:00:00+00:00,2015-04-06T19:32:52+00:00,2018-06-20T18:22,Nilanjana Dasgupta,http://www.pnas.org/content/early/2015/04/03/1422822112.full.pdf,NA,http://www.mendeley.com/research/female-peers-small-work-groups-enhance-womens-motivation-verbal-participation-career-aspirations-eng
10.1155/2015/153402,4527852,12.25,article,"Using mHealth to Improve Usage of Antenatal Care, Postnatal Care, and Immunization: A Systematic Review of the Literature",BioMed Research International,2015,NA,NA,NA,Hindawi Publishing Corporation,56c1ef852a83ee09648b548f,22,2015-09-18T22:00:09+00:00,2015-09-18T10:11:23+00:00,2017-01-01T00:00,"Watterson, Jessica L",http://downloads.hindawi.com/journals/bmri/2015/153402.pdf,NA,http://www.mendeley.com/research/using-mhealth-improve-usage-antenatal-care-postnatal-care-immunization-systematic-review-literature-1
10.1016/s1470-2045(15)00222-3,4556643,216.7,article,Expanding global access to radiotherapy,Lancet Oncology,16,10,1153,1186,Elsevier,4f6fa4f73cf058f610002fd1,112,2015-01-09T00:00:00+00:00,2015-09-26T12:53:11+00:00,2018-06-10T21:10,"Atun, Rifat",http://www.thelancet.com/article/S1470204515002223/pdf,http://linkinghub.elsevier.com/retrieve/pii/S1470204515002223,http://www.mendeley.com/research/expanding-global-access-radiotherapy
10.1016/j.stem.2015.03.011,3867168,24.95,article,New Cell Sources for T Cell Engineering and Adoptive Immunotherapy,Cell Stem Cell,16,4,357,366,Elsevier,4f6fa6103cf058f610006e1f,49,2015-04-07T22:03:57+00:00,2015-04-03T02:11:51+00:00,2017-01-01T00:00,"Themeli, Maria",http://www.cell.com/article/S1934590915001228/pdf,NA,http://www.mendeley.com/research/new-cell-sources-t-cell-engineering-adoptive-immunotherapy-3
10.3109/07434618.2015.1035798,4274367,10.83,article,Building Evidence-based Practice in AAC Display Design for Young Children: Current Practices and Future Directions.,Augmentative and Alternative Communication,31,2,124,136,Taylor & Francis,4f6fa4d23cf058f610000d04,6,2015-04-18T00:00:00+00:00,2015-07-14T21:01:57+00:00,2017-03-04T20:39,"Thistle, Jennifer J",https://www.researchgate.net/profile/Jennifer_Thistle/publication/275156486_Building_Evidence-based_Practice_in_AAC_Display_Design_for_Young_Children_Current_Practices_and_Future_Directions/links/55d79c8808ae9d65948d98ab.pdf,NA,http://www.mendeley.com/research/building-evidencebased-practice-aac-display-design-young-children-current-practices-future-direction-6
10.1038/nature14095,3089547,680.712,article,Recoded organisms engineered to depend on synthetic amino acids,Nature,518,7537,89,93,Nature Publishing Group,4f6fa50a3cf058f610003160,244,2015-01-21T00:00:00+00:00,2015-01-21T18:20:32+00:00,2017-01-01T00:00,Alexis J. Rovner,https://www.nature.com/articles/nature14095.pdf,NA,http://www.mendeley.com/research/recoded-organisms-engineered-depend-synthetic-amino-acids
10.1021/acs.est.5b02237,4418354,147.774,article,Breastfeeding as an Exposure Pathway for Perfluorinated Alkylates,Environmental Science & Technology,49,17,10466,10473,American Chemical Society,4f6fa4eb3cf058f6100027ef,36,2015-08-22T22:01:23+00:00,2015-08-20T20:22:05+00:00,2017-01-01T00:00,Ulla B. Mogensen,NA,NA,http://www.mendeley.com/research/breastfeeding-exposure-pathway-perfluorinated-alkylates-1
10.1287/mksc.2014.0845,42370040,3.0,article,Learning About New Technologies Through Social Networks: Experimental Evidence on Nontraditional Stoves in Bangladesh,Marketing Science,NA,NA,NA,NA, INFORMS ,4f6fa5643cf058f610004a52,1,2015-07-01T00:00:00+00:00,2018-05-23T00:07:49+00:00,2017-01-01T00:00,Grant Miller,NA,NA,http://www.mendeley.com/research/learning-about-new-technologies-through-social-networks-experimental-evidence-nontraditional-stoves-1
10.1370/afm.1772,4297508,20.1,article,Making Personalized Health Care Even More Personalized: Insights From Activities of the IOM Genomics Roundtable.,Annals of Family Medicine,13,4,373,380,American Academy of Family Physicians,4f6fa4e83cf058f610002277,33,2015-07-01T00:00:00+00:00,2015-07-20T23:09:37+00:00,2017-01-01T00:00,Sean P. David,http://www.annfammed.org/content/13/4/373.full.pdf,http://www.annfammed.org/cgi/doi/10.1370/afm.1772,http://www.mendeley.com/research/making-personalized-health-care-even-more-personalized-insights-activities-iom-genomics-roundtable
10.1080/02786826.2015.1047012,14583773,3.0,article,Measurement of Aircraft Engine Non-Volatile PM Emissions: Results of the Aviation-Particle Regulatory Instrumentation Demonstration Experiment (A-PRIDE) 4 Campaign,Aerosol Science and Technology,49,7,472,484,NA,4f6fa4d63cf058f61000113e,2,2015-05-03T00:00:00+00:00,2016-12-09T01:51:08+00:00,2017-01-01T00:00,Prem Lobo,NA,NA,http://www.mendeley.com/research/measurement-aircraft-engine-nonvolatile-pm-emissions-results-aviationparticle-regulatory-instrumenta
10.1126/science.aab4077,4549861,238.818,article,Remote control of therapeutic T cells through a small molecule–gated chimeric receptor,Science,350,6258,aab4077,aab4077,American Association for the Advancement of Science,4f6fa4df3cf058f610001f6b,226,2015-09-24T00:00:00+00:00,2015-09-24T18:01:05+00:00,2018-05-07T06:00,Chia-Yung Wu,http://www.sciencemag.org/content/early/2015/09/23/science.aab4077.full.pdf,NA,http://www.mendeley.com/research/remote-control-therapeutic-t-cells-through-small-molecule-gated-chimeric-receptor
10.1126/science.aad1191,4612053,838.886,article,Genome-wide inactivation of porcine endogenous retroviruses (PERVs),Science,350,6264,1101,1104,American Association for the Advancement of Science,4f6fa4df3cf058f610001f6b,270,2015-10-11T00:00:00+00:00,2015-10-12T00:23:22+00:00,2017-08-25T04:25,Luhan Yang,http://www.sciencemag.org/content/early/2015/10/09/science.aad1191.full.pdf,http://www.sciencemag.org/cgi/doi/10.1126/science.aad1191,http://www.mendeley.com/research/genomewide-inactivation-porcine-endogenous-retroviruses-pervs
10.1183/09031936.00043315,4353530,10.15,article,The role of eHealth and mHealth in tuberculosis and tobacco control: a WHO/ERS consultation,European Respiratory Journal,46,2,NA,NA,European Respiratory Society,4f6fa6173cf058f610007384,12,2015-08-01T00:00:00+00:00,2015-08-01T18:16:49+00:00,2017-01-01T00:00,Dennis Falzon,http://erj.ersjournals.com/content/46/2/307.full.pdf,NA,http://www.mendeley.com/research/role-ehealth-mhealth-tuberculosis-tobacco-control-whoers-consultation
10.1080/10962247.2015.1051606,20458313,3.0,article,Regulated and unregulated emissions from modern 2010 emissions-compliant heavy-duty on-highway diesel engines,Journal of the Air &amp; Waste Management Association,NA,NA,NA,NA,Taylor & Francis,4f6fa4d73cf058f6100011d8,1,2015-08-03T00:00:00+00:00,2017-05-24T18:18:24+00:00,2017-01-01T00:00,Imad A. Khalek,NA,NA,http://www.mendeley.com/research/regulated-unregulated-emissions-modern-2010-emissionscompliant-heavyduty-onhighway-diesel-engines
10.1016/j.jaerosci.2015.09.001,6671290,3.0,article,Measurement of transport properties of aerosolized nanomaterials,Journal of Aerosol Science,90,NA,169,181,NA,4f6fa4ee3cf058f610002c69,2,2015-12-01T00:00:00+00:00,2016-04-14T09:58:01+00:00,2017-01-01T00:00,Bon Ki Ku,NA,http://linkinghub.elsevier.com/retrieve/pii/S0021850215001445,http://www.mendeley.com/research/measurement-transport-properties-aerosolized-nanomaterials
